progress,days_left,team_size,budget_used,task_complexity,risk
89,10,3,24,0,0
66,10,10,95,1,0
50,4,3,82,0,1
50,13,4,64,1,0
50,10,3,82,2,1
39,30,8,66,1,0
47,-2,3,32,0,2
92,10,3,93,0,1
50,10,3,48,2,2
50,10,3,80,0,1
50,4,3,27,0,1
50,10,3,52,1,1
15,5,3,62,0,1
50,10,3,26,0,0
50,18,3,69,2,1
50,10,9,31,2,0
50,21,3,29,1,1
0,12,3,65,0,1
50,10,4,77,2,1
50,10,5,77,2,1
91,10,1,66,1,0
0,7,3,71,1,1
54,10,5,47,2,0
50,7,3,47,0,1
4,10,3,55,1,1
37,2,5,23,2,1
50,13,10,61,0,0
65,10,3,44,0,0
86,27,10,70,2,0
89,-5,3,27,0,1
50,22,3,32,2,1
14,26,3,70,1,1
50,10,3,48,2,1
50,10,3,29,2,1
6,10,10,89,2,1
8,10,3,68,2,1
53,13,3,25,2,1
50,10,10,57,2,0
40,10,10,35,1,0
50,10,6,39,0,0
62,10,3,29,0,0
37,10,3,23,0,0
16,10,3,23,2,1
72,10,3,24,2,1
67,24,4,79,1,0
50,16,9,78,2,1
50,10,3,80,1,2
84,-3,3,60,0,1
50,10,2,55,0,0
37,26,2,68,0,0
0,-2,3,84,1,2
50,10,3,93,0,1
50,10,3,41,0,0
50,19,3,39,0,0
56,2,5,89,2,1
69,21,3,24,2,1
38,10,10,21,1,0
99,10,2,20,1,0
44,10,3,96,2,1
50,21,3,81,2,1
62,2,3,94,2,2
59,10,3,38,0,0
15,28,9,46,2,1
50,10,3,75,1,1
50,10,2,40,0,1
17,20,3,46,0,2
43,11,4,35,2,0
4,10,3,53,0,1
18,10,3,72,1,1
50,10,4,93,0,0
50,25,3,50,0,0
50,10,4,74,1,0
50,10,5,61,1,0
50,10,4,91,2,1
44,18,5,42,0,0
69,7,9,58,1,0
50,1,3,92,1,2
42,-1,10,66,0,2
50,10,3,47,0,0
50,10,10,92,1,1
92,10,5,81,2,0
28,10,3,58,0,1
50,10,3,63,0,0
50,10,9,42,1,0
50,30,7,31,1,0
50,-3,3,63,2,2
13,10,10,98,1,1
49,12,8,76,2,1
41,10,6,42,1,0
13,10,6,53,2,1
68,10,5,54,1,0
29,26,1,83,2,2
96,10,8,56,1,0
76,10,3,68,0,0
67,7,3,47,0,0
76,10,3,90,2,1
32,16,3,23,0,0
76,-3,4,97,2,2
47,10,8,21,2,0
50,-3,9,66,1,1
50,7,10,50,2,1
50,10,3,86,2,1
38,10,3,35,1,1
49,10,9,67,1,0
77,18,3,54,2,1
50,23,8,100,0,0
50,10,3,81,0,1
83,16,6,80,0,0
50,10,3,53,1,1
76,15,3,34,1,0
36,10,3,33,1,1
43,4,3,89,0,1
50,10,9,80,2,1
9,0,2,98,2,2
50,10,3,78,2,1
12,10,4,24,0,0
50,8,8,48,1,0
68,10,3,20,0,0
50,-4,3,98,1,2
76,10,3,36,0,0
50,10,3,22,0,0
50,-4,5,79,0,1
50,10,2,73,1,1
87,10,10,99,0,0
13,21,3,33,2,1
18,24,3,81,0,1
66,10,3,68,2,1
50,10,5,54,2,0
92,6,3,84,0,1
79,10,3,81,1,1
50,19,3,42,1,1
46,10,5,79,2,1
74,-1,3,71,2,2
50,10,3,24,0,0
100,10,3,85,2,1
50,17,6,46,0,0
78,24,10,25,1,0
95,20,8,93,1,0
50,-1,3,95,0,2
50,1,3,79,2,2
50,12,3,67,1,1
50,10,3,94,0,1
47,4,4,93,2,1
96,12,6,72,0,0
50,11,3,91,1,2
46,10,3,73,1,1
50,10,3,92,2,1
50,17,1,66,0,0
73,1,8,54,2,1
3,30,5,71,2,1
50,10,3,69,0,0
33,10,3,73,0,1
50,10,9,35,1,0
50,10,3,94,2,1
77,10,7,78,2,0
6,9,3,65,1,1
47,10,3,37,2,1
1,6,3,53,2,1
50,10,3,48,1,1
80,10,6,79,2,0
51,10,5,89,1,1
50,10,3,48,1,1
50,10,3,96,1,1
50,15,4,93,0,0
50,10,4,30,2,0
97,10,9,50,1,0
50,10,3,53,2,1
5,0,3,55,2,2
12,10,1,34,2,2
88,4,3,69,1,1
50,9,4,84,1,1
50,10,3,47,1,1
50,1,10,58,2,1
71,-5,3,37,2,2
50,9,3,32,2,1
50,2,3,97,0,2
50,10,3,77,1,1
50,10,6,81,0,0
31,10,3,43,0,0
50,10,5,21,0,0
87,10,5,73,1,0
50,10,3,59,2,1
76,19,3,55,1,1
79,10,4,69,1,0
72,10,3,99,0,1
66,21,3,50,0,0
50,10,3,94,0,1
50,22,3,63,1,1
50,10,9,99,2,2
50,10,2,45,2,1
50,14,3,98,0,1
4,10,3,59,0,1
50,10,3,88,0,1
50,10,5,97,0,0
50,10,3,93,0,1
5,10,3,56,2,1
50,1,3,47,2,1
45,6,3,29,0,1
1,10,3,20,0,1
84,9,8,23,0,0
18,10,2,49,0,1
26,16,3,82,0,1
50,10,5,92,2,1
1,10,3,87,0,2
50,10,3,78,2,1
21,8,3,36,0,1
16,10,7,35,2,2
79,10,3,66,0,0
67,-3,3,60,1,2
93,10,5,64,0,0
4,10,7,43,0,0
50,10,3,69,1,1
23,10,10,70,1,0
43,6,3,29,1,1
50,19,3,66,1,1
72,1,3,78,2,1
50,5,3,98,2,2
50,10,3,82,1,1
95,10,1,55,2,1
50,7,2,67,0,1
96,10,9,36,0,0
50,10,9,53,1,0
50,10,9,74,1,0
85,15,3,46,1,0
50,15,3,27,1,1
27,24,3,86,0,1
50,11,4,66,0,0
76,20,3,79,0,0
77,10,3,32,1,0
68,10,3,25,2,1
50,0,3,31,0,1
50,8,9,40,1,0
18,19,3,74,2,1
50,29,7,85,1,0
50,10,3,36,0,0
5,7,9,32,0,0
50,13,7,27,2,0
50,30,2,39,2,1
36,-5,9,70,0,1
50,12,3,46,0,0
50,23,3,64,2,1
50,14,3,38,2,1
44,0,9,43,0,0
85,10,3,84,1,1
20,10,3,47,0,1
39,10,3,43,2,1
26,13,8,87,1,1
48,-5,3,48,0,2
70,10,4,33,1,0
50,3,5,68,2,1
50,17,3,31,2,2
77,-4,6,86,1,2
50,10,6,65,1,0
97,10,2,68,1,0
36,8,3,50,2,1
0,10,3,39,2,1
50,4,7,33,1,1
55,10,4,36,2,0
79,11,3,35,0,0
77,-2,3,40,1,2
45,4,3,53,2,1
89,14,3,63,1,0
50,4,5,30,2,1
74,-5,3,91,0,2
11,10,3,31,0,1
79,23,1,28,2,1
1,11,3,20,1,1
50,20,3,49,0,0
50,-1,3,93,2,2
50,14,2,85,0,2
50,10,3,77,1,1
15,10,3,38,1,1
72,10,7,28,2,0
43,6,3,53,1,1
50,8,3,24,2,1
50,10,5,89,2,1
50,25,5,80,2,1
93,15,8,62,1,0
3,28,1,21,1,1
51,17,3,84,1,1
86,4,6,35,2,1
50,10,1,24,0,0
12,27,3,86,0,1
50,10,7,63,2,0
3,8,3,73,0,1
57,10,3,36,0,0
50,10,10,32,1,0
50,13,6,85,0,0
45,10,10,23,2,0
50,10,3,42,0,0
61,10,3,41,1,0
50,1,3,48,2,1
50,10,1,89,1,1
50,10,8,27,0,0
77,12,7,54,0,1
50,25,3,49,2,1
21,-2,5,38,0,2
12,10,10,79,2,1
48,10,3,100,0,1
50,10,3,40,2,1
32,11,3,93,0,1
64,10,9,56,1,0
50,10,4,45,0,0
24,10,3,80,0,1
48,10,3,67,1,1
50,10,3,53,1,1
65,3,4,74,2,1
50,24,9,43,1,0
50,15,7,27,2,0
50,16,3,79,2,1
88,21,2,88,0,1
92,10,3,89,0,1
50,-1,3,91,1,2
50,10,3,75,1,1
50,20,9,100,2,1
34,10,3,77,2,1
50,12,3,100,1,1
66,27,8,67,0,0
50,19,3,25,2,1
50,10,3,77,0,1
47,-2,3,54,0,2
50,10,8,69,1,0
50,15,4,34,0,0
50,10,3,97,1,1
42,10,8,61,0,0
50,27,8,44,2,0
48,10,3,47,1,1
50,30,3,73,0,1
81,10,1,57,0,0
78,10,3,67,1,0
50,25,5,21,1,0
76,10,3,72,1,1
50,25,1,98,0,1
50,10,6,62,2,0
86,20,6,45,0,0
40,10,3,86,0,1
50,10,3,98,1,1
12,10,6,74,1,1
4,10,3,85,1,1
23,10,5,59,1,0
50,10,5,87,2,1
91,8,3,36,1,1
55,-4,9,21,0,2
34,10,8,38,1,0
22,10,3,52,1,1
50,-4,3,48,2,2
17,10,8,26,0,0
50,2,6,54,0,0
74,6,3,100,1,1
99,-2,3,53,2,2
80,29,1,46,2,1
50,10,3,27,1,1
50,7,3,21,0,1
50,10,3,68,2,1
12,10,10,68,1,0
93,3,3,52,1,1
25,29,3,50,0,1
43,4,3,74,0,1
32,-3,3,44,0,2
50,10,10,72,1,0
50,0,3,48,1,2
50,10,3,93,2,1
50,10,3,64,0,0
8,10,9,59,0,0
28,10,2,67,0,1
42,-2,8,94,0,2
45,10,8,80,2,1
25,10,3,51,1,1
12,-1,10,38,2,2
50,20,3,29,0,0
50,10,2,90,0,1
30,10,3,82,0,1
4,-1,3,20,0,2
98,10,3,20,2,1
50,5,10,100,1,1
20,10,2,77,0,1
79,13,6,52,1,0
50,0,3,36,0,1
64,10,9,93,1,0
26,27,10,80,2,1
18,23,3,78,1,1
50,10,3,99,0,1
50,10,6,64,2,0
73,10,3,38,1,0
50,10,3,94,1,1
37,16,10,21,0,0
36,10,3,32,2,1
50,10,3,90,1,1
91,10,3,76,1,1
50,10,6,56,1,0
2,10,3,87,0,2
50,10,6,78,0,0
15,10,5,64,2,1
50,10,5,25,2,0
50,10,7,80,0,0
50,12,3,78,2,1
11,29,10,68,1,0
35,1,3,88,0,1
50,10,1,93,1,1
17,10,3,84,0,1
50,10,3,33,1,1
50,-5,3,84,0,2
50,10,10,76,1,0
50,17,3,36,2,1
50,10,9,80,0,0
22,1,3,98,1,2
50,10,4,78,2,1
50,10,3,44,2,1
85,10,3,77,0,0
50,-5,8,76,2,2
22,10,4,21,1,0
96,10,1,38,1,0
50,28,8,59,1,0
50,10,1,20,2,1
54,10,5,86,2,1
60,10,3,93,2,1
29,5,3,34,1,1
50,20,3,89,2,1
54,10,3,51,0,0
50,0,7,69,1,1
97,10,3,72,1,1
50,10,1,99,2,2
50,1,9,71,1,1
86,-2,4,71,0,1
50,19,4,73,2,1
50,15,1,82,2,2
50,-4,2,86,1,2
50,29,3,23,0,0
50,3,10,99,1,1
70,19,4,68,0,0
99,10,5,70,0,0
50,27,4,84,0,0
50,10,3,60,1,1
50,10,3,54,0,0
26,10,3,58,1,1
50,10,3,25,0,0
50,10,2,31,0,0
99,10,3,47,1,0
50,10,3,92,1,1
74,28,2,64,2,1
50,10,3,62,1,1
34,10,3,98,1,1
47,10,1,66,2,1
87,14,3,32,2,1
50,27,3,63,0,0
9,15,3,52,2,1
50,1,10,24,2,1
19,26,3,39,1,1
24,10,9,86,2,1
50,10,8,43,2,0
50,22,3,80,2,1
50,10,3,40,2,1
50,10,9,39,0,0
82,10,8,92,2,1
50,-4,9,92,0,2
50,30,3,73,1,1
50,1,3,46,1,1
16,10,3,42,1,1
50,10,7,31,2,0
50,25,5,90,2,1
50,21,10,78,1,1
42,24,6,45,2,0
50,3,6,54,2,1
86,-4,4,21,2,1
61,-5,3,27,1,2
59,10,4,57,0,0
57,10,9,95,1,1
50,-2,3,49,2,2
54,10,3,46,1,1
50,12,7,65,0,0
50,10,5,71,0,0
100,3,9,51,1,0
50,10,3,37,0,0
50,13,3,64,2,1
50,13,3,84,2,1
97,10,10,71,2,0
63,10,8,64,2,0
18,10,10,80,0,0
50,10,3,69,1,1
90,10,3,45,0,0
50,27,3,96,0,1
50,10,2,97,1,1
78,0,8,96,1,1
50,10,2,95,0,1
5,10,4,68,0,0
28,22,3,85,1,1
15,21,4,88,2,1
50,24,3,45,2,1
50,10,9,48,0,0
50,-5,3,73,2,2
50,5,9,87,0,1
50,10,3,70,2,2
34,10,3,20,0,0
50,10,3,46,0,0
50,14,3,63,1,1
50,10,8,24,0,0
60,10,3,61,2,1
86,10,2,99,2,2
44,10,1,28,1,1
50,10,3,52,0,0
50,14,2,75,0,1
50,0,3,87,0,1
3,7,3,89,0,1
50,10,4,72,0,0
38,10,9,55,2,0
50,16,3,55,0,0
78,10,3,47,1,0
50,10,3,34,2,1
12,22,3,100,2,2
50,10,7,59,2,0
29,20,1,58,0,1
18,10,3,95,2,2
45,-3,3,26,0,2
16,-5,3,96,0,2
50,10,8,21,2,0
50,2,3,33,1,1
50,10,3,57,1,1
50,11,3,34,1,1
15,10,3,78,1,1
44,14,8,95,2,1
34,9,6,28,1,0
62,10,3,44,2,1
74,15,3,35,2,1
50,10,9,84,0,0
16,8,10,82,0,1
50,21,10,98,2,1
50,12,3,52,2,1
50,10,9,39,1,0
9,10,3,45,1,2
50,14,3,20,2,1
11,10,3,73,0,1
50,10,3,94,0,1
26,10,2,40,1,1
50,10,10,58,1,0
96,10,3,67,0,0
50,9,3,78,1,1
50,30,3,57,2,1
50,10,3,63,2,1
50,27,10,57,1,0
50,10,3,83,2,1
50,14,3,40,0,0
34,10,4,50,1,0
90,10,7,51,2,0
50,10,4,27,0,0
26,0,3,59,0,2
60,19,3,52,1,1
50,10,10,48,1,0
50,9,5,34,1,0
92,10,3,53,2,1
57,28,7,40,0,0
60,10,3,85,2,1
43,24,2,84,1,2
50,10,2,94,1,1
5,11,3,54,2,1
50,10,7,75,0,0
26,10,3,51,1,1
83,10,3,96,2,1
46,23,3,85,0,1
50,1,3,89,1,2
50,10,3,84,2,1
50,6,4,48,1,0
6,10,3,23,1,1
50,10,3,84,1,1
50,30,3,86,1,1
50,21,3,73,1,1
50,25,3,48,2,1
88,10,3,45,0,0
50,0,7,73,1,1
81,7,3,81,1,1
69,10,5,26,1,0
20,10,3,55,1,1
50,10,3,65,1,1
50,10,3,29,2,1
66,26,3,66,2,1
50,10,10,57,2,0
50,10,2,72,0,1
51,10,2,49,0,0
50,27,7,21,0,0
50,14,5,44,2,0
50,1,3,26,1,1
50,14,2,52,2,1
50,17,3,92,2,1
97,20,9,86,0,1
50,23,3,63,1,1
50,10,7,60,0,0
58,3,5,22,2,2
50,10,3,64,1,1
50,10,6,36,0,0
50,10,10,41,2,0
50,24,8,92,0,0
50,10,10,31,0,0
54,30,6,98,1,1
18,10,8,99,2,1
50,10,4,59,1,0
55,10,3,32,1,1
50,10,5,84,0,0
50,10,10,48,2,0
63,10,8,28,2,0
56,14,6,59,0,0
76,10,9,50,0,0
30,10,3,52,1,1
50,10,3,27,2,1
50,-2,2,26,1,2
14,5,3,62,1,1
12,10,6,77,2,1
97,-5,3,44,2,2
50,4,7,75,0,1
65,15,5,47,2,0
50,10,9,26,1,0
50,10,3,36,2,1
77,13,3,62,0,0
76,10,3,56,0,0
50,29,3,40,0,0
50,10,9,81,1,0
50,21,3,29,1,1
50,10,3,62,1,1
50,10,3,44,2,1
69,25,4,94,2,1
21,7,3,66,0,1
1,10,3,75,0,1
50,10,3,60,1,1
50,10,3,49,2,1
50,9,1,83,0,1
21,-3,6,90,2,2
58,19,2,67,2,1
50,23,3,28,2,1
22,7,3,28,2,1
67,21,3,57,0,0
50,20,9,36,0,0
18,0,4,60,2,2
50,-4,3,78,0,2
44,10,10,27,1,0
99,9,3,57,0,0
50,10,3,33,0,0
46,25,7,78,2,1
50,10,3,41,1,1
32,8,1,88,2,2
13,4,2,47,2,2
50,2,3,72,1,1
18,10,3,92,2,2
74,29,3,48,2,1
43,10,1,51,1,1
50,1,7,82,2,1
50,10,3,91,2,1
50,11,3,47,1,2
50,4,3,96,2,2
73,30,9,46,1,0
50,16,4,93,1,1
50,10,3,25,2,1
66,4,3,58,1,1
27,10,3,80,0,2
50,30,3,65,0,0
50,10,8,95,0,0
50,10,3,34,0,0
51,10,3,58,1,2
24,9,3,55,0,1
22,9,3,86,0,1
88,10,3,60,1,0
84,0,3,46,2,1
50,10,3,55,1,1
13,10,2,94,2,2
50,30,5,91,1,1
50,10,3,95,0,1
50,10,9,52,0,0
50,1,4,27,0,0
48,10,9,58,2,0
50,-2,1,47,2,2
37,8,4,56,0,0
32,10,10,50,1,0
18,13,3,31,2,1
50,10,3,45,2,1
36,10,2,52,2,1
50,18,3,96,2,1
50,5,9,57,2,1
50,10,3,22,2,1
50,10,3,69,1,1
69,10,3,25,0,0
50,28,3,21,2,2
50,10,3,25,0,0
32,29,2,75,1,1
50,10,3,78,2,1
20,10,9,72,0,0
38,10,7,100,2,1
50,10,3,33,1,1
50,25,5,76,2,1
29,15,6,89,1,1
50,10,3,44,0,0
50,10,3,37,2,1
